"asset_key","game_number","game_id","display_name","category","platforms","asset_type","size","output_path","prompt_policy","generation_status","review_status","source_generated_image"
"0179_icon_mario_luigi_superstar_saga","179","mario_luigi_superstar_saga","Mario & Luigi: Superstar Saga","Action","GBA","icon","256x256","Assets/mario_luigi_superstar_saga.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0179_thumb_mario_luigi_superstar_saga","179","mario_luigi_superstar_saga","Mario & Luigi: Superstar Saga","Action","GBA","thumbnail","488x256","Assets/Thumbs/mario_luigi_superstar_saga_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0179_hero_mario_luigi_superstar_saga","179","mario_luigi_superstar_saga","Mario & Luigi: Superstar Saga","Action","GBA","hero","1380x280","Assets/Heroes/mario_luigi_superstar_saga_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0180_icon_mario_is_missing","180","mario_is_missing","Mario is Missing!","Console Game","SNES","icon","256x256","Assets/mario_is_missing.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0180_thumb_mario_is_missing","180","mario_is_missing","Mario is Missing!","Console Game","SNES","thumbnail","488x256","Assets/Thumbs/mario_is_missing_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0180_hero_mario_is_missing","180","mario_is_missing","Mario is Missing!","Console Game","SNES","hero","1380x280","Assets/Heroes/mario_is_missing_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0181_icon_mario_kart_64","181","mario_kart_64","Mario Kart 64","Racing","N64","icon","256x256","Assets/mario_kart_64.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0181_thumb_mario_kart_64","181","mario_kart_64","Mario Kart 64","Racing","N64","thumbnail","488x256","Assets/Thumbs/mario_kart_64_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0181_hero_mario_kart_64","181","mario_kart_64","Mario Kart 64","Racing","N64","hero","1380x280","Assets/Heroes/mario_kart_64_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0182_icon_mario_kart_double_dash","182","mario_kart_double_dash","Mario Kart: Double Dash","Racing","GC","icon","256x256","Assets/mario_kart_double_dash.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0182_thumb_mario_kart_double_dash","182","mario_kart_double_dash","Mario Kart: Double Dash","Racing","GC","thumbnail","488x256","Assets/Thumbs/mario_kart_double_dash_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0182_hero_mario_kart_double_dash","182","mario_kart_double_dash","Mario Kart: Double Dash","Racing","GC","hero","1380x280","Assets/Heroes/mario_kart_double_dash_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0183_icon_mario_super_sluggers","183","mario_super_sluggers","Mario Super Sluggers","Action","Wii","icon","256x256","Assets/mario_super_sluggers.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0183_thumb_mario_super_sluggers","183","mario_super_sluggers","Mario Super Sluggers","Action","Wii","thumbnail","488x256","Assets/Thumbs/mario_super_sluggers_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0183_hero_mario_super_sluggers","183","mario_super_sluggers","Mario Super Sluggers","Action","Wii","hero","1380x280","Assets/Heroes/mario_super_sluggers_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0184_icon_medievil_1998","184","medievil_1998","MediEvil (1998)","Action","PSX","icon","256x256","Assets/medievil_1998.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0184_thumb_medievil_1998","184","medievil_1998","MediEvil (1998)","Action","PSX","thumbnail","488x256","Assets/Thumbs/medievil_1998_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0184_hero_medievil_1998","184","medievil_1998","MediEvil (1998)","Action","PSX","hero","1380x280","Assets/Heroes/medievil_1998_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0185_icon_mega_man_2","185","mega_man_2","Mega Man 2","Shooter","NES","icon","256x256","Assets/mega_man_2.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0185_thumb_mega_man_2","185","mega_man_2","Mega Man 2","Shooter","NES","thumbnail","488x256","Assets/Thumbs/mega_man_2_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0185_hero_mega_man_2","185","mega_man_2","Mega Man 2","Shooter","NES","hero","1380x280","Assets/Heroes/mega_man_2_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0186_icon_mega_man_3","186","mega_man_3","Mega Man 3","Shooter","NES","icon","256x256","Assets/mega_man_3.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0186_thumb_mega_man_3","186","mega_man_3","Mega Man 3","Shooter","NES","thumbnail","488x256","Assets/Thumbs/mega_man_3_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0186_hero_mega_man_3","186","mega_man_3","Mega Man 3","Shooter","NES","hero","1380x280","Assets/Heroes/mega_man_3_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0187_icon_mega_man_x","187","mega_man_x","Mega Man X","Shooter","SNES","icon","256x256","Assets/mega_man_x.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0187_thumb_mega_man_x","187","mega_man_x","Mega Man X","Shooter","SNES","thumbnail","488x256","Assets/Thumbs/mega_man_x_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0187_hero_mega_man_x","187","mega_man_x","Mega Man X","Shooter","SNES","hero","1380x280","Assets/Heroes/mega_man_x_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0188_icon_mega_man_x2","188","mega_man_x2","Mega Man X2","Shooter","SNES","icon","256x256","Assets/mega_man_x2.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0188_thumb_mega_man_x2","188","mega_man_x2","Mega Man X2","Shooter","SNES","thumbnail","488x256","Assets/Thumbs/mega_man_x2_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0188_hero_mega_man_x2","188","mega_man_x2","Mega Man X2","Shooter","SNES","hero","1380x280","Assets/Heroes/mega_man_x2_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0189_icon_mega_man_x3","189","mega_man_x3","Mega Man X3","Shooter","SNES","icon","256x256","Assets/mega_man_x3.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0189_thumb_mega_man_x3","189","mega_man_x3","Mega Man X3","Shooter","SNES","thumbnail","488x256","Assets/Thumbs/mega_man_x3_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0189_hero_mega_man_x3","189","mega_man_x3","Mega Man X3","Shooter","SNES","hero","1380x280","Assets/Heroes/mega_man_x3_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0190_icon_mega_man_battle_network_3_blue","190","mega_man_battle_network_3_blue","Mega Man Battle Network 3 Blue","Shooter","GBA","icon","256x256","Assets/mega_man_battle_network_3_blue.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0190_thumb_mega_man_battle_network_3_blue","190","mega_man_battle_network_3_blue","Mega Man Battle Network 3 Blue","Shooter","GBA","thumbnail","488x256","Assets/Thumbs/mega_man_battle_network_3_blue_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0190_hero_mega_man_battle_network_3_blue","190","mega_man_battle_network_3_blue","Mega Man Battle Network 3 Blue","Shooter","GBA","hero","1380x280","Assets/Heroes/mega_man_battle_network_3_blue_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0191_icon_meritous","191","meritous","Meritous","PC Game","PC","icon","256x256","Assets/meritous.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0191_thumb_meritous","191","meritous","Meritous","PC Game","PC","thumbnail","488x256","Assets/Thumbs/meritous_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0191_hero_meritous","191","meritous","Meritous","PC Game","PC","hero","1380x280","Assets/Heroes/meritous_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0192_icon_metrocubevania","192","metrocubevania","MetroCUBEvania","Console Game","PICO-8","icon","256x256","Assets/metrocubevania.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0192_thumb_metrocubevania","192","metrocubevania","MetroCUBEvania","Console Game","PICO-8","thumbnail","488x256","Assets/Thumbs/metrocubevania_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0192_hero_metrocubevania","192","metrocubevania","MetroCUBEvania","Console Game","PICO-8","hero","1380x280","Assets/Heroes/metrocubevania_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0193_icon_metroid_fusion","193","metroid_fusion","Metroid Fusion","Action RPG","GBA","icon","256x256","Assets/metroid_fusion.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0193_thumb_metroid_fusion","193","metroid_fusion","Metroid Fusion","Action RPG","GBA","thumbnail","488x256","Assets/Thumbs/metroid_fusion_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0193_hero_metroid_fusion","193","metroid_fusion","Metroid Fusion","Action RPG","GBA","hero","1380x280","Assets/Heroes/metroid_fusion_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0194_icon_metroid_zero_mission","194","metroid_zero_mission","Metroid: Zero Mission","Action RPG","GBA","icon","256x256","Assets/metroid_zero_mission.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0194_thumb_metroid_zero_mission","194","metroid_zero_mission","Metroid: Zero Mission","Action RPG","GBA","thumbnail","488x256","Assets/Thumbs/metroid_zero_mission_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0194_hero_metroid_zero_mission","194","metroid_zero_mission","Metroid: Zero Mission","Action RPG","GBA","hero","1380x280","Assets/Heroes/metroid_zero_mission_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0195_icon_metroid_prime","195","metroid_prime","Metroid Prime","Action RPG","GC","icon","256x256","Assets/metroid_prime.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0195_thumb_metroid_prime","195","metroid_prime","Metroid Prime","Action RPG","GC","thumbnail","488x256","Assets/Thumbs/metroid_prime_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0195_hero_metroid_prime","195","metroid_prime","Metroid Prime","Action RPG","GC","hero","1380x280","Assets/Heroes/metroid_prime_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0196_icon_mindustry","196","mindustry","Mindustry","Strategy","PC","icon","256x256","Assets/mindustry.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0196_thumb_mindustry","196","mindustry","Mindustry","Strategy","PC","thumbnail","488x256","Assets/Thumbs/mindustry_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0196_hero_mindustry","196","mindustry","Mindustry","Strategy","PC","hero","1380x280","Assets/Heroes/mindustry_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0197_icon_minecraft","197","minecraft","Minecraft","Simulation","PC","icon","256x256","Assets/minecraft.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0197_thumb_minecraft","197","minecraft","Minecraft","Simulation","PC","thumbnail","488x256","Assets/Thumbs/minecraft_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0197_hero_minecraft","197","minecraft","Minecraft","Simulation","PC","hero","1380x280","Assets/Heroes/minecraft_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0198_icon_minecraft_dig","198","minecraft_dig","Minecraft Dig","Simulation","PC","icon","256x256","Assets/minecraft_dig.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0198_thumb_minecraft_dig","198","minecraft_dig","Minecraft Dig","Simulation","PC","thumbnail","488x256","Assets/Thumbs/minecraft_dig_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0198_hero_minecraft_dig","198","minecraft_dig","Minecraft Dig","Simulation","PC","hero","1380x280","Assets/Heroes/minecraft_dig_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0199_icon_minishoot_adventures","199","minishoot_adventures","Minishoot' Adventures","Action RPG","PC","icon","256x256","Assets/minishoot_adventures.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0199_thumb_minishoot_adventures","199","minishoot_adventures","Minishoot' Adventures","Action RPG","PC","thumbnail","488x256","Assets/Thumbs/minishoot_adventures_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0199_hero_minishoot_adventures","199","minishoot_adventures","Minishoot' Adventures","Action RPG","PC","hero","1380x280","Assets/Heroes/minishoot_adventures_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0200_icon_minit","200","minit","Minit","PC Game","PC","icon","256x256","Assets/minit.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0200_thumb_minit","200","minit","Minit","PC Game","PC","thumbnail","488x256","Assets/Thumbs/minit_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0200_hero_minit","200","minit","Minit","PC Game","PC","hero","1380x280","Assets/Heroes/minit_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0201_icon_momodora_moonlit_farewell","201","momodora_moonlit_farewell","Momodora: Moonlit Farewell","Action RPG","PC","icon","256x256","Assets/momodora_moonlit_farewell.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0201_thumb_momodora_moonlit_farewell","201","momodora_moonlit_farewell","Momodora: Moonlit Farewell","Action RPG","PC","thumbnail","488x256","Assets/Thumbs/momodora_moonlit_farewell_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0201_hero_momodora_moonlit_farewell","201","momodora_moonlit_farewell","Momodora: Moonlit Farewell","Action RPG","PC","hero","1380x280","Assets/Heroes/momodora_moonlit_farewell_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0202_icon_monster_sanctuary","202","monster_sanctuary","Monster Sanctuary","RPG","PC","icon","256x256","Assets/monster_sanctuary.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0202_thumb_monster_sanctuary","202","monster_sanctuary","Monster Sanctuary","RPG","PC","thumbnail","488x256","Assets/Thumbs/monster_sanctuary_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0202_hero_monster_sanctuary","202","monster_sanctuary","Monster Sanctuary","RPG","PC","hero","1380x280","Assets/Heroes/monster_sanctuary_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0203_icon_muse_dash","203","muse_dash","Muse Dash","Rhythm","PC","icon","256x256","Assets/muse_dash.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0203_thumb_muse_dash","203","muse_dash","Muse Dash","Rhythm","PC","thumbnail","488x256","Assets/Thumbs/muse_dash_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0203_hero_muse_dash","203","muse_dash","Muse Dash","Rhythm","PC","hero","1380x280","Assets/Heroes/muse_dash_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0204_icon_nine_sols","204","nine_sols","Nine Sols","Action RPG","PC","icon","256x256","Assets/nine_sols.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0204_thumb_nine_sols","204","nine_sols","Nine Sols","Action RPG","PC","thumbnail","488x256","Assets/Thumbs/nine_sols_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0204_hero_nine_sols","204","nine_sols","Nine Sols","Action RPG","PC","hero","1380x280","Assets/Heroes/nine_sols_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0205_icon_noita","205","noita","Noita","Simulation","PC","icon","256x256","Assets/noita.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0205_thumb_noita","205","noita","Noita","Simulation","PC","thumbnail","488x256","Assets/Thumbs/noita_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0205_hero_noita","205","noita","Noita","Simulation","PC","hero","1380x280","Assets/Heroes/noita_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0206_icon_nodebuster","206","nodebuster","Nodebuster","PC Game","PC","icon","256x256","Assets/nodebuster.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0206_thumb_nodebuster","206","nodebuster","Nodebuster","PC Game","PC","thumbnail","488x256","Assets/Thumbs/nodebuster_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0206_hero_nodebuster","206","nodebuster","Nodebuster","PC Game","PC","hero","1380x280","Assets/Heroes/nodebuster_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0207_icon_nonogram_picross","207","nonogram_picross","Nonogram (Picross)","Puzzle","PC|Mobile","icon","256x256","Assets/nonogram_picross.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0207_thumb_nonogram_picross","207","nonogram_picross","Nonogram (Picross)","Puzzle","PC|Mobile","thumbnail","488x256","Assets/Thumbs/nonogram_picross_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0207_hero_nonogram_picross","207","nonogram_picross","Nonogram (Picross)","Puzzle","PC|Mobile","hero","1380x280","Assets/Heroes/nonogram_picross_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0208_icon_old_school_runescape","208","old_school_runescape","Old School Runescape","RPG","PC","icon","256x256","Assets/old_school_runescape.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0208_thumb_old_school_runescape","208","old_school_runescape","Old School Runescape","RPG","PC","thumbnail","488x256","Assets/Thumbs/old_school_runescape_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0208_hero_old_school_runescape","208","old_school_runescape","Old School Runescape","RPG","PC","hero","1380x280","Assets/Heroes/old_school_runescape_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0209_icon_openrct2","209","openrct2","OpenRCT2","Strategy","PC","icon","256x256","Assets/openrct2.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0209_thumb_openrct2","209","openrct2","OpenRCT2","Strategy","PC","thumbnail","488x256","Assets/Thumbs/openrct2_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0209_hero_openrct2","209","openrct2","OpenRCT2","Strategy","PC","hero","1380x280","Assets/Heroes/openrct2_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0210_icon_ori_and_the_blind_forest","210","ori_and_the_blind_forest","Ori and the Blind Forest","Platformer","PC","icon","256x256","Assets/ori_and_the_blind_forest.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0210_thumb_ori_and_the_blind_forest","210","ori_and_the_blind_forest","Ori and the Blind Forest","Platformer","PC","thumbnail","488x256","Assets/Thumbs/ori_and_the_blind_forest_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0210_hero_ori_and_the_blind_forest","210","ori_and_the_blind_forest","Ori and the Blind Forest","Platformer","PC","hero","1380x280","Assets/Heroes/ori_and_the_blind_forest_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0211_icon_ori_and_the_will_of_the_wisps","211","ori_and_the_will_of_the_wisps","Ori and the Will of the Wisps","Platformer","PC","icon","256x256","Assets/ori_and_the_will_of_the_wisps.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0211_thumb_ori_and_the_will_of_the_wisps","211","ori_and_the_will_of_the_wisps","Ori and the Will of the Wisps","Platformer","PC","thumbnail","488x256","Assets/Thumbs/ori_and_the_will_of_the_wisps_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0211_hero_ori_and_the_will_of_the_wisps","211","ori_and_the_will_of_the_wisps","Ori and the Will of the Wisps","Platformer","PC","hero","1380x280","Assets/Heroes/ori_and_the_will_of_the_wisps_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0212_icon_osu","212","osu","Osu!","Rhythm","PC","icon","256x256","Assets/osu.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0212_thumb_osu","212","osu","Osu!","Rhythm","PC","thumbnail","488x256","Assets/Thumbs/osu_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0212_hero_osu","212","osu","Osu!","Rhythm","PC","hero","1380x280","Assets/Heroes/osu_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0213_icon_our_ascent","213","our_ascent","Our Ascent","Simulation","PC","icon","256x256","Assets/our_ascent.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0213_thumb_our_ascent","213","our_ascent","Our Ascent","Simulation","PC","thumbnail","488x256","Assets/Thumbs/our_ascent_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0213_hero_our_ascent","213","our_ascent","Our Ascent","Simulation","PC","hero","1380x280","Assets/Heroes/our_ascent_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0214_icon_outer_wilds","214","outer_wilds","Outer Wilds","Indie","PC","icon","256x256","Assets/outer_wilds.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0214_thumb_outer_wilds","214","outer_wilds","Outer Wilds","Indie","PC","thumbnail","488x256","Assets/Thumbs/outer_wilds_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0214_hero_outer_wilds","214","outer_wilds","Outer Wilds","Indie","PC","hero","1380x280","Assets/Heroes/outer_wilds_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0215_icon_overcooked_2","215","overcooked_2","Overcooked! 2","Simulation","PC","icon","256x256","Assets/overcooked_2.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0215_thumb_overcooked_2","215","overcooked_2","Overcooked! 2","Simulation","PC","thumbnail","488x256","Assets/Thumbs/overcooked_2_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0215_hero_overcooked_2","215","overcooked_2","Overcooked! 2","Simulation","PC","hero","1380x280","Assets/Heroes/overcooked_2_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0216_icon_oxygen_not_included","216","oxygen_not_included","Oxygen Not Included","Simulation","PC","icon","256x256","Assets/oxygen_not_included.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0216_thumb_oxygen_not_included","216","oxygen_not_included","Oxygen Not Included","Simulation","PC","thumbnail","488x256","Assets/Thumbs/oxygen_not_included_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0216_hero_oxygen_not_included","216","oxygen_not_included","Oxygen Not Included","Simulation","PC","hero","1380x280","Assets/Heroes/oxygen_not_included_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0217_icon_panel_de_pon_tetris_attack","217","panel_de_pon_tetris_attack","Panel De Pon/Tetris Attack","Puzzle","SNES","icon","256x256","Assets/panel_de_pon_tetris_attack.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0217_thumb_panel_de_pon_tetris_attack","217","panel_de_pon_tetris_attack","Panel De Pon/Tetris Attack","Puzzle","SNES","thumbnail","488x256","Assets/Thumbs/panel_de_pon_tetris_attack_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0217_hero_panel_de_pon_tetris_attack","217","panel_de_pon_tetris_attack","Panel De Pon/Tetris Attack","Puzzle","SNES","hero","1380x280","Assets/Heroes/panel_de_pon_tetris_attack_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0218_icon_paper_mario","218","paper_mario","Paper Mario","Action","N64","icon","256x256","Assets/paper_mario.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0218_thumb_paper_mario","218","paper_mario","Paper Mario","Action","N64","thumbnail","488x256","Assets/Thumbs/paper_mario_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0218_hero_paper_mario","218","paper_mario","Paper Mario","Action","N64","hero","1380x280","Assets/Heroes/paper_mario_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0219_icon_paper_mario_the_thousand_year_door","219","paper_mario_the_thousand_year_door","Paper Mario: The Thousand Year Door","Action","GC","icon","256x256","Assets/paper_mario_the_thousand_year_door.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0219_thumb_paper_mario_the_thousand_year_door","219","paper_mario_the_thousand_year_door","Paper Mario: The Thousand Year Door","Action","GC","thumbnail","488x256","Assets/Thumbs/paper_mario_the_thousand_year_door_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0219_hero_paper_mario_the_thousand_year_door","219","paper_mario_the_thousand_year_door","Paper Mario: The Thousand Year Door","Action","GC","hero","1380x280","Assets/Heroes/paper_mario_the_thousand_year_door_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0220_icon_parkitect","220","parkitect","Parkitect","Strategy","PC","icon","256x256","Assets/parkitect.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0220_thumb_parkitect","220","parkitect","Parkitect","Strategy","PC","thumbnail","488x256","Assets/Thumbs/parkitect_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0220_hero_parkitect","220","parkitect","Parkitect","Strategy","PC","hero","1380x280","Assets/Heroes/parkitect_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0221_icon_peaks_of_yore","221","peaks_of_yore","Peaks of Yore","PC Game","PC","icon","256x256","Assets/peaks_of_yore.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0221_thumb_peaks_of_yore","221","peaks_of_yore","Peaks of Yore","PC Game","PC","thumbnail","488x256","Assets/Thumbs/peaks_of_yore_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0221_hero_peaks_of_yore","221","peaks_of_yore","Peaks of Yore","PC Game","PC","hero","1380x280","Assets/Heroes/peaks_of_yore_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0222_icon_pikmin_2","222","pikmin_2","Pikmin 2","Action","GC","icon","256x256","Assets/pikmin_2.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
"0222_thumb_pikmin_2","222","pikmin_2","Pikmin 2","Action","GC","thumbnail","488x256","Assets/Thumbs/pikmin_2_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","not_started","pending",""
